,REF_DATE,GEO,DGUID,Month of death,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2697,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216479,6.10.2,7.3,,,,1
2698,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, October",Number of deaths,Number,223,units,0,v21216480,6.11.1,4276.0,,,,0
2699,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216481,6.11.2,7.9,,,,1
2700,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, November",Number of deaths,Number,223,units,0,v21216482,6.12.1,4290.0,,,,0
2701,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216483,6.12.2,7.9,,,,1
2702,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, December",Number of deaths,Number,223,units,0,v21216484,6.13.1,4708.0,,,,0
2703,1998-01-01,"Quebec, place of residence",2016A000224,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216485,6.13.2,8.7,,,,1
2704,1998-01-01,"Ontario, place of residence",2016A000235,"Total, month of death",Number of deaths,Number,223,units,0,v21216486,7.1.1,80184.0,,,,0
2705,1998-01-01,"Ontario, place of residence",2016A000235,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216487,7.1.2,100.0,,,,1
2706,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, January",Number of deaths,Number,223,units,0,v21216488,7.2.1,7249.0,,,,0
2707,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216489,7.2.2,9.0,,,,1
2708,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, February",Number of deaths,Number,223,units,0,v21216490,7.3.1,7575.0,,,,0
2709,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216491,7.3.2,9.4,,,,1
2710,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, March",Number of deaths,Number,223,units,0,v21216492,7.4.1,7749.0,,,,0
2711,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216493,7.4.2,9.7,,,,1
2712,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, April",Number of deaths,Number,223,units,0,v21216494,7.5.1,6436.0,,,,0
2713,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216495,7.5.2,8.0,,,,1
2714,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, May",Number of deaths,Number,223,units,0,v21216496,7.6.1,6482.0,,,,0
2715,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216497,7.6.2,8.1,,,,1
2716,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, June",Number of deaths,Number,223,units,0,v21216498,7.7.1,6150.0,,,,0
2717,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216499,7.7.2,7.7,,,,1
2718,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, July",Number of deaths,Number,223,units,0,v21216500,7.8.1,6108.0,,,,0
2719,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216501,7.8.2,7.6,,,,1
2720,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, August",Number of deaths,Number,223,units,0,v21216502,7.9.1,6165.0,,,,0
2721,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216503,7.9.2,7.7,,,,1
2722,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, September",Number of deaths,Number,223,units,0,v21216504,7.10.1,6019.0,,,,0
2723,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216505,7.10.2,7.5,,,,1
2724,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, October",Number of deaths,Number,223,units,0,v21216506,7.11.1,6552.0,,,,0
2725,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216507,7.11.2,8.2,,,,1
2726,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, November",Number of deaths,Number,223,units,0,v21216508,7.12.1,6719.0,,,,0
2727,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216509,7.12.2,8.4,,,,1
2728,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, December",Number of deaths,Number,223,units,0,v21216510,7.13.1,6980.0,,,,0
2729,1998-01-01,"Ontario, place of residence",2016A000235,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216511,7.13.2,8.7,,,,1
2730,1998-01-01,"Manitoba, place of residence",2016A000246,"Total, month of death",Number of deaths,Number,223,units,0,v21216512,8.1.1,9815.0,,,,0
2731,1998-01-01,"Manitoba, place of residence",2016A000246,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216513,8.1.2,100.0,,,,1
2732,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, January",Number of deaths,Number,223,units,0,v21216514,8.2.1,898.0,,,,0
2733,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216515,8.2.2,9.1,,,,1
2734,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, February",Number of deaths,Number,223,units,0,v21216516,8.3.1,888.0,,,,0
2735,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216517,8.3.2,9.0,,,,1
2736,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, March",Number of deaths,Number,223,units,0,v21216518,8.4.1,901.0,,,,0
2737,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216519,8.4.2,9.2,,,,1
2738,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, April",Number of deaths,Number,223,units,0,v21216520,8.5.1,797.0,,,,0
2739,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216521,8.5.2,8.1,,,,1
2740,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, May",Number of deaths,Number,223,units,0,v21216522,8.6.1,729.0,,,,0
2741,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216523,8.6.2,7.4,,,,1
2742,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, June",Number of deaths,Number,223,units,0,v21216524,8.7.1,713.0,,,,0
2743,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216525,8.7.2,7.3,,,,1
2744,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, July",Number of deaths,Number,223,units,0,v21216526,8.8.1,777.0,,,,0
2745,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216527,8.8.2,7.9,,,,1
2746,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, August",Number of deaths,Number,223,units,0,v21216528,8.9.1,777.0,,,,0
2747,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216529,8.9.2,7.9,,,,1
2748,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, September",Number of deaths,Number,223,units,0,v21216530,8.10.1,771.0,,,,0
2749,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216531,8.10.2,7.9,,,,1
2750,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, October",Number of deaths,Number,223,units,0,v21216532,8.11.1,804.0,,,,0
2751,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216533,8.11.2,8.2,,,,1
2752,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, November",Number of deaths,Number,223,units,0,v21216534,8.12.1,815.0,,,,0
2753,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216535,8.12.2,8.3,,,,1
2754,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, December",Number of deaths,Number,223,units,0,v21216536,8.13.1,945.0,,,,0
2755,1998-01-01,"Manitoba, place of residence",2016A000246,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216537,8.13.2,9.6,,,,1
2756,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Total, month of death",Number of deaths,Number,223,units,0,v21216538,9.1.1,8905.0,,,,0
2757,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216539,9.1.2,100.0,,,,1
2758,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, January",Number of deaths,Number,223,units,0,v21216540,9.2.1,800.0,,,,0
2759,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216541,9.2.2,9.0,,,,1
2760,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, February",Number of deaths,Number,223,units,0,v21216542,9.3.1,724.0,,,,0
2761,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216543,9.3.2,8.1,,,,1
2762,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, March",Number of deaths,Number,223,units,0,v21216544,9.4.1,899.0,,,,0
2763,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216545,9.4.2,10.1,,,,1
2764,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, April",Number of deaths,Number,223,units,0,v21216546,9.5.1,769.0,,,,0
2765,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216547,9.5.2,8.6,,,,1
2766,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, May",Number of deaths,Number,223,units,0,v21216548,9.6.1,723.0,,,,0
2767,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216549,9.6.2,8.1,,,,1
2768,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, June",Number of deaths,Number,223,units,0,v21216550,9.7.1,699.0,,,,0
2769,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216551,9.7.2,7.8,,,,1
2770,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, July",Number of deaths,Number,223,units,0,v21216552,9.8.1,688.0,,,,0
2771,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216553,9.8.2,7.7,,,,1
2772,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, August",Number of deaths,Number,223,units,0,v21216554,9.9.1,705.0,,,,0
2773,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216555,9.9.2,7.9,,,,1
2774,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, September",Number of deaths,Number,223,units,0,v21216556,9.10.1,678.0,,,,0
2775,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216557,9.10.2,7.6,,,,1
2776,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, October",Number of deaths,Number,223,units,0,v21216558,9.11.1,735.0,,,,0
2777,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216559,9.11.2,8.3,,,,1
2778,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, November",Number of deaths,Number,223,units,0,v21216560,9.12.1,705.0,,,,0
2779,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216561,9.12.2,7.9,,,,1
2780,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, December",Number of deaths,Number,223,units,0,v21216562,9.13.1,780.0,,,,0
2781,1998-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216563,9.13.2,8.8,,,,1
2782,1998-01-01,"Alberta, place of residence",2016A000248,"Total, month of death",Number of deaths,Number,223,units,0,v21216564,10.1.1,16795.0,,,,0
2783,1998-01-01,"Alberta, place of residence",2016A000248,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216565,10.1.2,100.0,,,,1
2784,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, January",Number of deaths,Number,223,units,0,v21216566,10.2.1,1532.0,,,,0
2785,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216567,10.2.2,9.1,,,,1
2786,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, February",Number of deaths,Number,223,units,0,v21216568,10.3.1,1594.0,,,,0
2787,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216569,10.3.2,9.5,,,,1
2788,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, March",Number of deaths,Number,223,units,0,v21216570,10.4.1,1550.0,,,,0
2789,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216571,10.4.2,9.2,,,,1
2790,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, April",Number of deaths,Number,223,units,0,v21216572,10.5.1,1348.0,,,,0
2791,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216573,10.5.2,8.0,,,,1
2792,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, May",Number of deaths,Number,223,units,0,v21216574,10.6.1,1376.0,,,,0
2793,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216575,10.6.2,8.2,,,,1
2794,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, June",Number of deaths,Number,223,units,0,v21216576,10.7.1,1242.0,,,,0
2795,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216577,10.7.2,7.4,,,,1
2796,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, July",Number of deaths,Number,223,units,0,v21216578,10.8.1,1352.0,,,,0
2797,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216579,10.8.2,8.1,,,,1
2798,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, August",Number of deaths,Number,223,units,0,v21216580,10.9.1,1294.0,,,,0
2799,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216581,10.9.2,7.7,,,,1
2800,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, September",Number of deaths,Number,223,units,0,v21216582,10.10.1,1284.0,,,,0
2801,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216583,10.10.2,7.6,,,,1
2802,1998-01-01,"Alberta, place of residence",2016A000248,"Month of death, October",Number of deaths,Number,223,units,0,v21216584,10.11.1,1404.0,,,,0
